# timestamp,line
1618318214657,Produced value to siggen/room2/rhum value: 72.9
1618318214657,Produced value to siggen/room1/temp value: 24.3
1618318215657,Produced value to siggen/room1/temp value: 22.7
1618318215657,Produced value to siggen/room2/temp value: 25.3
1618318215657,Produced value to siggen/room1/rhum value: 93.3
1618318215657,Produced value to siggen/room2/rhum value: 76.4
1618318216657,Produced value to siggen/room2/rhum value: 78.7
1618318216657,Produced value to siggen/room1/rhum value: 74.8
1618318216657,Produced value to siggen/room1/temp value: 19.9
1618318216658,Produced value to siggen/room2/temp value: 24.8
1618318217657,Produced value to siggen/room1/rhum value: 59.4
1618318217658,Produced value to siggen/room1/temp value: 17.3
1618318217658,Produced value to siggen/room2/rhum value: 74.3
1618318217658,Produced value to siggen/room2/temp value: 22.9
1618318218657,Produced value to siggen/room1/temp value: 20
1618318218657,Produced value to siggen/room2/temp value: 19.3
1618318218657,Produced value to siggen/room1/rhum value: 50
1618318218657,Produced value to siggen/room2/rhum value: 61.7
1618318219657,Produced value to siggen/room1/temp value: 20.5
1618318219657,Produced value to siggen/room1/rhum value: 55.3
1618318219657,Produced value to siggen/room2/rhum value: 59.4
1618318219657,Produced value to siggen/room2/temp value: 19.7
1618318220658,Produced value to siggen/room2/rhum value: 58.8
1618318220658,Produced value to siggen/room1/temp value: 21
1618318220658,Produced value to siggen/room2/temp value: 19.5
1618318220658,Produced value to siggen/room1/rhum value: 63.1
1618318221657,Produced value to siggen/room2/temp value: 20.6
1618318221657,Produced value to siggen/room1/rhum value: 65.6
1618318221657,Produced value to siggen/room2/rhum value: 56.3
1618318221657,Produced value to siggen/room1/temp value: 21.5
1618318222657,Produced value to siggen/room2/rhum value: 63.5
1618318222657,Produced value to siggen/room1/rhum value: 77.2
1618318222658,Produced value to siggen/room1/temp value: 22
1618318222658,Produced value to siggen/room2/temp value: 20.4
1618318223657,Produced value to siggen/room1/rhum value: 76.8
1618318223657,Produced value to siggen/room2/temp value: 23.7
1618318223658,Produced value to siggen/room1/temp value: 22.5
1618318223658,Produced value to siggen/room2/rhum value: 62.2
1618318224657,Produced value to siggen/room2/rhum value: 68.1
1618318224657,Produced value to siggen/room1/temp value: 23
1618318224658,Produced value to siggen/room1/rhum value: 84.9
1618318224658,Produced value to siggen/room2/temp value: 22
1618318225657,Produced value to siggen/room2/rhum value: 73.6
1618318225658,Produced value to siggen/room1/temp value: 24.5
1618318225658,Produced value to siggen/room2/temp value: 24.2
1618318225658,Produced value to siggen/room1/rhum value: 81
1618318226657,Produced value to siggen/room2/rhum value: 72.9
1618318226657,Produced value to siggen/room1/rhum value: 89.7
1618318226657,Produced value to siggen/room1/temp value: 24.3
1618318226657,Produced value to siggen/room2/temp value: 26.1
1618318227657,Produced value to siggen/room2/temp value: 25.3
1618318227658,Produced value to siggen/room1/rhum value: 93.3
1618318227658,Produced value to siggen/room2/rhum value: 76.4
1618318227658,Produced value to siggen/room1/temp value: 22.7
1618318228658,Produced value to siggen/room1/temp value: 19.9
1618318228658,Produced value to siggen/room2/rhum value: 78.7
1618318228658,Produced value to siggen/room2/temp value: 24.8
1618318228658,Produced value to siggen/room1/rhum value: 74.8
1618318229658,Produced value to siggen/room2/temp value: 22.9
1618318229658,Produced value to siggen/room1/rhum value: 59.4
1618318229658,Produced value to siggen/room1/temp value: 17.3
1618318229658,Produced value to siggen/room2/rhum value: 74.3
1618318230657,Produced value to siggen/room2/temp value: 19.3
1618318230657,Produced value to siggen/room1/rhum value: 50
1618318230657,Produced value to siggen/room1/temp value: 20
1618318230658,Produced value to siggen/room2/rhum value: 61.7
1618318231657,Produced value to siggen/room2/temp value: 19.7
1618318231658,Produced value to siggen/room2/rhum value: 59.4
1618318231658,Produced value to siggen/room1/rhum value: 55.3
1618318231658,Produced value to siggen/room1/temp value: 20.5
1618318232657,Produced value to siggen/room2/rhum value: 58.8
1618318232658,Produced value to siggen/room1/rhum value: 63.1
1618318232658,Produced value to siggen/room1/temp value: 21
1618318232658,Produced value to siggen/room2/temp value: 19.5
1618318233657,Produced value to siggen/room1/rhum value: 65.6
1618318233658,Produced value to siggen/room2/rhum value: 56.3
1618318233658,Produced value to siggen/room1/temp value: 21.5
1618318233658,Produced value to siggen/room2/temp value: 20.6
1618318234657,Produced value to siggen/room2/temp value: 20.4
1618318234657,Produced value to siggen/room1/temp value: 22
1618318234657,Produced value to siggen/room2/rhum value: 63.5
1618318234658,Produced value to siggen/room1/rhum value: 77.2
1618318235657,Produced value to siggen/room1/rhum value: 76.8
1618318235657,Produced value to siggen/room2/temp value: 23.7
1618318235658,Produced value to siggen/room2/rhum value: 62.2
1618318235658,Produced value to siggen/room1/temp value: 22.5
1618318236657,Produced value to siggen/room2/temp value: 22
1618318236657,Produced value to siggen/room1/rhum value: 84.9
1618318236657,Produced value to siggen/room2/rhum value: 68.1
1618318236657,Produced value to siggen/room1/temp value: 23
1618318237657,Produced value to siggen/room1/rhum value: 81
1618318237657,Produced value to siggen/room2/temp value: 24.2
1618318237658,Produced value to siggen/room2/rhum value: 73.6
1618318237658,Produced value to siggen/room1/temp value: 24.5
1618318238658,Produced value to siggen/room1/rhum value: 89.7
1618318238658,Produced value to siggen/room1/temp value: 24.3
1618318238658,Produced value to siggen/room2/rhum value: 72.9
1618318238658,Produced value to siggen/room2/temp value: 26.1
1618318239657,Produced value to siggen/room1/temp value: 22.7
1618318239657,Produced value to siggen/room2/rhum value: 76.4
1618318239658,Produced value to siggen/room1/rhum value: 93.3
1618318239658,Produced value to siggen/room2/temp value: 25.3
1618318240657,Produced value to siggen/room2/rhum value: 78.7
1618318240657,Produced value to siggen/room2/temp value: 24.8
1618318240657,Produced value to siggen/room1/temp value: 19.9
1618318240658,Produced value to siggen/room1/rhum value: 74.8
1618318241657,Produced value to siggen/room2/temp value: 22.9
1618318241657,Produced value to siggen/room1/temp value: 17.3
1618318241657,Produced value to siggen/room2/rhum value: 74.3
1618318241657,Produced value to siggen/room1/rhum value: 59.4
1618318242657,Produced value to siggen/room1/temp value: 20
1618318242658,Produced value to siggen/room2/rhum value: 61.7
1618318242658,Produced value to siggen/room1/rhum value: 50
1618318242658,Produced value to siggen/room2/temp value: 19.3
1618318243657,Produced value to siggen/room1/temp value: 20.5
1618318243657,Produced value to siggen/room2/rhum value: 59.4
1618318243658,Produced value to siggen/room2/temp value: 19.7
1618318243658,Produced value to siggen/room1/rhum value: 55.3
1618318244657,Produced value to siggen/room2/temp value: 19.5
1618318244657,Produced value to siggen/room2/rhum value: 58.8
1618318244657,Produced value to siggen/room1/rhum value: 63.1
1618318244657,Produced value to siggen/room1/temp value: 21
1618318245657,Produced value to siggen/room2/temp value: 20.6
1618318245657,Produced value to siggen/room1/rhum value: 65.6
1618318245657,Produced value to siggen/room2/rhum value: 56.3
1618318245657,Produced value to siggen/room1/temp value: 21.5
1618318246657,Produced value to siggen/room2/rhum value: 63.5
1618318246657,Produced value to siggen/room1/rhum value: 77.2
1618318246657,Produced value to siggen/room1/temp value: 22
1618318246657,Produced value to siggen/room2/temp value: 20.4
1618318247657,Produced value to siggen/room2/temp value: 23.7
1618318247657,Produced value to siggen/room2/rhum value: 62.2
1618318247657,Produced value to siggen/room1/temp value: 22.5
1618318247657,Produced value to siggen/room1/rhum value: 76.8
1618318248657,Produced value to siggen/room2/rhum value: 68.1
1618318248657,Produced value to siggen/room1/rhum value: 84.9
1618318248657,Produced value to siggen/room1/temp value: 23
1618318248657,Produced value to siggen/room2/temp value: 22
1618318249657,Produced value to siggen/room2/rhum value: 73.6
1618318249657,Produced value to siggen/room2/temp value: 24.2
1618318249658,Produced value to siggen/room1/temp value: 24.5
1618318249658,Produced value to siggen/room1/rhum value: 81
1618318250657,Produced value to siggen/room2/rhum value: 72.9
1618318250657,Produced value to siggen/room1/temp value: 24.3
1618318250657,Produced value to siggen/room1/rhum value: 89.7
1618318250657,Produced value to siggen/room2/temp value: 26.1
1618318251657,Produced value to siggen/room1/temp value: 22.7
1618318251657,Produced value to siggen/room1/rhum value: 93.3
1618318251657,Produced value to siggen/room2/temp value: 25.3
1618318251657,Produced value to siggen/room2/rhum value: 76.4
1618318252657,Produced value to siggen/room1/temp value: 19.9
1618318252657,Produced value to siggen/room2/rhum value: 78.7
1618318252657,Produced value to siggen/room2/temp value: 24.8
1618318252657,Produced value to siggen/room1/rhum value: 74.8
1618318253657,Produced value to siggen/room2/rhum value: 74.3
1618318253657,Produced value to siggen/room1/temp value: 17.3
1618318253657,Produced value to siggen/room2/temp value: 22.9
1618318253657,Produced value to siggen/room1/rhum value: 59.4
1618318254657,Produced value to siggen/room2/rhum value: 61.7
1618318254657,Produced value to siggen/room1/rhum value: 50
1618318254657,Produced value to siggen/room2/temp value: 19.3
1618318254657,Produced value to siggen/room1/temp value: 20
1618318255657,Produced value to siggen/room1/rhum value: 55.3
1618318255657,Produced value to siggen/room1/temp value: 20.5
1618318255657,Produced value to siggen/room2/temp value: 19.7
1618318255658,Produced value to siggen/room2/rhum value: 59.4
1618318256657,Produced value to siggen/room1/rhum value: 63.1
1618318256657,Produced value to siggen/room2/temp value: 19.5
1618318256658,Produced value to siggen/room2/rhum value: 58.8
1618318256658,Produced value to siggen/room1/temp value: 21
1618318257657,Produced value to siggen/room1/temp value: 21.5
1618318257657,Produced value to siggen/room2/rhum value: 56.3
1618318257657,Produced value to siggen/room1/rhum value: 65.6
1618318257657,Produced value to siggen/room2/temp value: 20.6
1618318258657,Produced value to siggen/room2/rhum value: 63.5
1618318258657,Produced value to siggen/room2/temp value: 20.4
1618318258657,Produced value to siggen/room1/rhum value: 77.2
1618318258657,Produced value to siggen/room1/temp value: 22
1618318259657,Produced value to siggen/room2/temp value: 23.7
1618318259657,Produced value to siggen/room1/rhum value: 76.8
1618318259657,Produced value to siggen/room1/temp value: 22.5
1618318259657,Produced value to siggen/room2/rhum value: 62.2
1618318260657,Produced value to siggen/room1/rhum value: 84.9
1618318260657,Produced value to siggen/room2/temp value: 22
1618318260657,Produced value to siggen/room1/temp value: 23
1618318260657,Produced value to siggen/room2/rhum value: 68.1
1618318261657,Produced value to siggen/room1/temp value: 24.5
1618318261657,Produced value to siggen/room1/rhum value: 81
1618318261657,Produced value to siggen/room2/temp value: 24.2
1618318261657,Produced value to siggen/room2/rhum value: 73.6
1618318262657,Produced value to siggen/room2/temp value: 26.1
1618318262657,Produced value to siggen/room1/rhum value: 89.7
1618318262657,Produced value to siggen/room1/temp value: 24.3
1618318262657,Produced value to siggen/room2/rhum value: 72.9
1618318263657,Produced value to siggen/room2/rhum value: 76.4
1618318263657,Produced value to siggen/room2/temp value: 25.3
1618318263657,Produced value to siggen/room1/temp value: 22.7
1618318263657,Produced value to siggen/room1/rhum value: 93.3
1618318264657,Produced value to siggen/room1/rhum value: 74.8
1618318264657,Produced value to siggen/room1/temp value: 19.9
1618318264657,Produced value to siggen/room2/rhum value: 78.7
1618318264657,Produced value to siggen/room2/temp value: 24.8
1618318265657,Produced value to siggen/room2/rhum value: 74.3
1618318265657,Produced value to siggen/room1/rhum value: 59.4
1618318265657,Produced value to siggen/room2/temp value: 22.9
1618318265657,Produced value to siggen/room1/temp value: 17.3
1618318266657,Produced value to siggen/room1/temp value: 20
1618318266657,Produced value to siggen/room2/temp value: 19.3
1618318266657,Produced value to siggen/room1/rhum value: 50
1618318266657,Produced value to siggen/room2/rhum value: 61.7
1618318267657,Produced value to siggen/room2/temp value: 19.7
1618318267657,Produced value to siggen/room1/rhum value: 55.3
1618318267657,Produced value to siggen/room2/rhum value: 59.4
1618318267657,Produced value to siggen/room1/temp value: 20.5
1618318268657,Produced value to siggen/room2/temp value: 19.5
1618318268657,Produced value to siggen/room1/rhum value: 63.1
1618318268657,Produced value to siggen/room2/rhum value: 58.8
1618318268657,Produced value to siggen/room1/temp value: 21
1618318269657,Produced value to siggen/room1/rhum value: 65.6
1618318269657,Produced value to siggen/room2/temp value: 20.6
1618318269657,Produced value to siggen/room1/temp value: 21.5
1618318269657,Produced value to siggen/room2/rhum value: 56.3
1618318270657,Produced value to siggen/room1/temp value: 22
1618318270657,Produced value to siggen/room2/temp value: 20.4
1618318270657,Produced value to siggen/room2/rhum value: 63.5
1618318270657,Produced value to siggen/room1/rhum value: 77.2
1618318271657,Produced value to siggen/room2/temp value: 23.7
1618318271657,Produced value to siggen/room2/rhum value: 62.2
1618318271657,Produced value to siggen/room1/temp value: 22.5
1618318271657,Produced value to siggen/room1/rhum value: 76.8
1618318272657,Produced value to siggen/room2/rhum value: 68.1
1618318272657,Produced value to siggen/room1/temp value: 23
1618318272658,Produced value to siggen/room1/rhum value: 84.9
1618318272658,Produced value to siggen/room2/temp value: 22
1618318273657,Produced value to siggen/room1/temp value: 24.5
1618318273657,Produced value to siggen/room1/rhum value: 81
1618318273657,Produced value to siggen/room2/rhum value: 73.6
1618318273657,Produced value to siggen/room2/temp value: 24.2
1618318274657,Produced value to siggen/room1/rhum value: 89.7
1618318274657,Produced value to siggen/room2/temp value: 26.1
1618318274657,Produced value to siggen/room2/rhum value: 72.9
1618318274658,Produced value to siggen/room1/temp value: 24.3
1618318275657,Produced value to siggen/room2/rhum value: 76.4
1618318275657,Produced value to siggen/room1/rhum value: 93.3
1618318275657,Produced value to siggen/room2/temp value: 25.3
1618318275658,Produced value to siggen/room1/temp value: 22.7
1618318276657,Produced value to siggen/room1/rhum value: 74.8
1618318276657,Produced value to siggen/room1/temp value: 19.9
1618318276657,Produced value to siggen/room2/rhum value: 78.7
1618318276657,Produced value to siggen/room2/temp value: 24.8
1618318277657,Produced value to siggen/room2/rhum value: 74.3
1618318277657,Produced value to siggen/room1/temp value: 17.3
1618318277657,Produced value to siggen/room1/rhum value: 59.4
1618318277657,Produced value to siggen/room2/temp value: 22.9
1618318278657,Produced value to siggen/room2/temp value: 19.3
1618318278657,Produced value to siggen/room2/rhum value: 61.7
1618318278657,Produced value to siggen/room1/temp value: 20
1618318278658,Produced value to siggen/room1/rhum value: 50
1618318279657,Produced value to siggen/room2/rhum value: 59.4
1618318279657,Produced value to siggen/room1/temp value: 20.5
1618318279657,Produced value to siggen/room2/temp value: 19.7
1618318279657,Produced value to siggen/room1/rhum value: 55.3
1618318280658,Produced value to siggen/room2/rhum value: 58.8
1618318280658,Produced value to siggen/room1/rhum value: 63.1
1618318280658,Produced value to siggen/room1/temp value: 21
1618318280658,Produced value to siggen/room2/temp value: 19.5
1618318281657,Produced value to siggen/room1/temp value: 21.5
1618318281657,Produced value to siggen/room1/rhum value: 65.6
1618318281658,Produced value to siggen/room2/rhum value: 56.3
1618318281658,Produced value to siggen/room2/temp value: 20.6
1618318282657,Produced value to siggen/room2/temp value: 20.4
1618318282657,Produced value to siggen/room1/rhum value: 77.2
1618318282657,Produced value to siggen/room2/rhum value: 63.5
1618318282657,Produced value to siggen/room1/temp value: 22
1618318283657,Produced value to siggen/room1/rhum value: 76.8
1618318283657,Produced value to siggen/room2/temp value: 23.7
1618318283657,Produced value to siggen/room1/temp value: 22.5
1618318283657,Produced value to siggen/room2/rhum value: 62.2
1618318284658,Produced value to siggen/room2/temp value: 22
1618318284658,Produced value to siggen/room2/rhum value: 68.1
1618318284658,Produced value to siggen/room1/temp value: 23
1618318284658,Produced value to siggen/room1/rhum value: 84.9
1618318285658,Produced value to siggen/room2/rhum value: 73.6
1618318285658,Produced value to siggen/room2/temp value: 24.2
1618318285658,Produced value to siggen/room1/rhum value: 81
1618318285658,Produced value to siggen/room1/temp value: 24.5
1618318286657,Produced value to siggen/room2/rhum value: 72.9
1618318286657,Produced value to siggen/room2/temp value: 26.1
1618318286657,Produced value to siggen/room1/temp value: 24.3
1618318286657,Produced value to siggen/room1/rhum value: 89.7
1618318287658,Produced value to siggen/room2/temp value: 25.3
1618318287658,Produced value to siggen/room1/temp value: 22.7
1618318287658,Produced value to siggen/room2/rhum value: 76.4
1618318287658,Produced value to siggen/room1/rhum value: 93.3
1618318288657,Produced value to siggen/room1/rhum value: 74.8
1618318288657,Produced value to siggen/room2/temp value: 24.8
1618318288657,Produced value to siggen/room2/rhum value: 78.7
1618318288657,Produced value to siggen/room1/temp value: 19.9
1618318289658,Produced value to siggen/room2/rhum value: 74.3
1618318289658,Produced value to siggen/room1/temp value: 17.3
1618318289658,Produced value to siggen/room1/rhum value: 59.4
1618318289658,Produced value to siggen/room2/temp value: 22.9
1618318290657,Produced value to siggen/room1/temp value: 20
1618318290657,Produced value to siggen/room2/temp value: 19.3
1618318290658,Produced value to siggen/room1/rhum value: 50
1618318290658,Produced value to siggen/room2/rhum value: 61.7
1618318291657,Produced value to siggen/room2/temp value: 19.7
1618318291657,Produced value to siggen/room1/temp value: 20.5
1618318291657,Produced value to siggen/room1/rhum value: 55.3
1618318291657,Produced value to siggen/room2/rhum value: 59.4
1618318292658,Produced value to siggen/room1/temp value: 21
1618318292658,Produced value to siggen/room2/rhum value: 58.8
1618318292658,Produced value to siggen/room1/rhum value: 63.1
1618318292658,Produced value to siggen/room2/temp value: 19.5
1618318293657,Produced value to siggen/room2/rhum value: 56.3
1618318293657,Produced value to siggen/room1/rhum value: 65.6
1618318293657,Produced value to siggen/room1/temp value: 21.5
1618318293658,Produced value to siggen/room2/temp value: 20.6
1618318294657,Produced value to siggen/room2/temp value: 20.4
1618318294657,Produced value to siggen/room2/rhum value: 63.5
1618318294657,Produced value to siggen/room1/temp value: 22
1618318294657,Produced value to siggen/room1/rhum value: 77.2
1618318295657,Produced value to siggen/room1/rhum value: 76.8
1618318295658,Produced value to siggen/room2/rhum value: 62.2
1618318295658,Produced value to siggen/room1/temp value: 22.5
1618318295658,Produced value to siggen/room2/temp value: 23.7
1618318296657,Produced value to siggen/room1/temp value: 23
1618318296657,Produced value to siggen/room2/rhum value: 68.1
1618318296658,Produced value to siggen/room1/rhum value: 84.9
1618318296658,Produced value to siggen/room2/temp value: 22
1618318297657,Produced value to siggen/room2/rhum value: 73.6
1618318297657,Produced value to siggen/room1/temp value: 24.5
1618318297657,Produced value to siggen/room2/temp value: 24.2
1618318297658,Produced value to siggen/room1/rhum value: 81
1618318298657,Produced value to siggen/room2/rhum value: 72.9
1618318298657,Produced value to siggen/room2/temp value: 26.1
1618318298658,Produced value to siggen/room1/rhum value: 89.7
1618318298658,Produced value to siggen/room1/temp value: 24.3
1618318299658,Produced value to siggen/room1/rhum value: 93.3
1618318299658,Produced value to siggen/room2/temp value: 25.3
1618318299658,Produced value to siggen/room2/rhum value: 76.4
1618318299658,Produced value to siggen/room1/temp value: 22.7
1618318300657,Produced value to siggen/room2/rhum value: 78.7
1618318300657,Produced value to siggen/room1/temp value: 19.9
1618318300657,Produced value to siggen/room2/temp value: 24.8
1618318300657,Produced value to siggen/room1/rhum value: 74.8
1618318301657,Produced value to siggen/room1/rhum value: 59.4
1618318301657,Produced value to siggen/room1/temp value: 17.3
1618318301658,Produced value to siggen/room2/rhum value: 74.3
1618318301658,Produced value to siggen/room2/temp value: 22.9
1618318302657,Produced value to siggen/room2/temp value: 19.3
1618318302657,Produced value to siggen/room1/rhum value: 50
1618318302657,Produced value to siggen/room1/temp value: 20
1618318302657,Produced value to siggen/room2/rhum value: 61.7
1618318303657,Produced value to siggen/room1/rhum value: 55.3
1618318303657,Produced value to siggen/room1/temp value: 20.5
1618318303657,Produced value to siggen/room2/temp value: 19.7
1618318303657,Produced value to siggen/room2/rhum value: 59.4
1618318304657,Produced value to siggen/room1/temp value: 21
1618318304657,Produced value to siggen/room2/temp value: 19.5
1618318304657,Produced value to siggen/room1/rhum value: 63.1
1618318304657,Produced value to siggen/room2/rhum value: 58.8
1618318305657,Produced value to siggen/room1/temp value: 21.5
1618318305657,Produced value to siggen/room2/temp value: 20.6
1618318305657,Produced value to siggen/room2/rhum value: 56.3
1618318305657,Produced value to siggen/room1/rhum value: 65.6
1618318306657,Produced value to siggen/room1/rhum value: 77.2
1618318306657,Produced value to siggen/room2/rhum value: 63.5
1618318306657,Produced value to siggen/room2/temp value: 20.4
1618318306657,Produced value to siggen/room1/temp value: 22
1618318307657,Produced value to siggen/room2/temp value: 23.7
1618318307657,Produced value to siggen/room1/temp value: 22.5
1618318307657,Produced value to siggen/room2/rhum value: 62.2
1618318307657,Produced value to siggen/room1/rhum value: 76.8
1618318308657,Produced value to siggen/room2/temp value: 22
1618318308657,Produced value to siggen/room2/rhum value: 68.1
1618318308657,Produced value to siggen/room1/rhum value: 84.9
1618318308657,Produced value to siggen/room1/temp value: 23
1618318309657,Produced value to siggen/room2/rhum value: 73.6
1618318309657,Produced value to siggen/room1/rhum value: 81
1618318309657,Produced value to siggen/room1/temp value: 24.5
1618318309657,Produced value to siggen/room2/temp value: 24.2
1618318310657,Produced value to siggen/room1/temp value: 24.3
1618318310657,Produced value to siggen/room1/rhum value: 89.7
1618318310657,Produced value to siggen/room2/temp value: 26.1
1618318310657,Produced value to siggen/room2/rhum value: 72.9
1618318311657,Produced value to siggen/room1/temp value: 22.7
1618318311657,Produced value to siggen/room1/rhum value: 93.3
1618318311657,Produced value to siggen/room2/temp value: 25.3
1618318311657,Produced value to siggen/room2/rhum value: 76.4
1618318312657,Produced value to siggen/room2/temp value: 24.8
1618318312657,Produced value to siggen/room2/rhum value: 78.7
1618318312657,Produced value to siggen/room1/temp value: 19.9
1618318312657,Produced value to siggen/room1/rhum value: 74.8
1618318313657,Produced value to siggen/room2/temp value: 22.9
1618318313657,Produced value to siggen/room1/rhum value: 59.4
1618318313657,Produced value to siggen/room2/rhum value: 74.3
1618318313657,Produced value to siggen/room1/temp value: 17.3
1618318314657,Produced value to siggen/room1/rhum value: 50
1618318314657,Produced value to siggen/room2/temp value: 19.3
1618318314657,Produced value to siggen/room1/temp value: 20
1618318314657,Produced value to siggen/room2/rhum value: 61.7
1618318315657,Produced value to siggen/room1/temp value: 20.5
1618318315657,Produced value to siggen/room2/temp value: 19.7
1618318315657,Produced value to siggen/room1/rhum value: 55.3
1618318315658,Produced value to siggen/room2/rhum value: 59.4
1618318316657,Produced value to siggen/room1/temp value: 21
1618318316657,Produced value to siggen/room2/rhum value: 58.8
1618318316657,Produced value to siggen/room1/rhum value: 63.1
1618318316657,Produced value to siggen/room2/temp value: 19.5
1618318317657,Produced value to siggen/room1/rhum value: 65.6
1618318317657,Produced value to siggen/room1/temp value: 21.5
1618318317657,Produced value to siggen/room2/temp value: 20.6
1618318317657,Produced value to siggen/room2/rhum value: 56.3
1618318318657,Produced value to siggen/room2/rhum value: 63.5
1618318318657,Produced value to siggen/room1/temp value: 22
1618318318657,Produced value to siggen/room1/rhum value: 77.2
1618318318657,Produced value to siggen/room2/temp value: 20.4
1618318319657,Produced value to siggen/room2/temp value: 23.7
1618318319657,Produced value to siggen/room1/temp value: 22.5
1618318319657,Produced value to siggen/room1/rhum value: 76.8
1618318319657,Produced value to siggen/room2/rhum value: 62.2
1618318320657,Produced value to siggen/room2/rhum value: 68.1
1618318320657,Produced value to siggen/room2/temp value: 22
1618318320657,Produced value to siggen/room1/rhum value: 84.9
1618318320657,Produced value to siggen/room1/temp value: 23
1618318321657,Produced value to siggen/room2/temp value: 24.2
1618318321657,Produced value to siggen/room1/rhum value: 81
1618318321657,Produced value to siggen/room2/rhum value: 73.6
1618318321658,Produced value to siggen/room1/temp value: 24.5
1618318322657,Produced value to siggen/room2/rhum value: 72.9
1618318322657,Produced value to siggen/room1/rhum value: 89.7
1618318322658,Produced value to siggen/room2/temp value: 26.1
1618318322658,Produced value to siggen/room1/temp value: 24.3
1618318323657,Produced value to siggen/room1/rhum value: 93.3
1618318323657,Produced value to siggen/room2/rhum value: 76.4
1618318323657,Produced value to siggen/room2/temp value: 25.3
1618318323657,Produced value to siggen/room1/temp value: 22.7
1618318324657,Produced value to siggen/room1/rhum value: 74.8
1618318324657,Produced value to siggen/room2/temp value: 24.8
1618318324657,Produced value to siggen/room2/rhum value: 78.7
1618318324657,Produced value to siggen/room1/temp value: 19.9
1618318325657,Produced value to siggen/room1/temp value: 17.3
1618318325657,Produced value to siggen/room2/rhum value: 74.3
1618318325657,Produced value to siggen/room1/rhum value: 59.4
1618318325657,Produced value to siggen/room2/temp value: 22.9
1618318326657,Produced value to siggen/room1/temp value: 20
1618318326657,Produced value to siggen/room1/rhum value: 50
1618318326657,Produced value to siggen/room2/rhum value: 61.7
1618318326657,Produced value to siggen/room2/temp value: 19.3
1618318327657,Produced value to siggen/room2/rhum value: 59.4
1618318327657,Produced value to siggen/room2/temp value: 19.7
1618318327657,Produced value to siggen/room1/rhum value: 55.3
1618318327657,Produced value to siggen/room1/temp value: 20.5
1618318328657,Produced value to siggen/room2/temp value: 19.5
1618318328657,Produced value to siggen/room2/rhum value: 58.8
1618318328657,Produced value to siggen/room1/temp value: 21
1618318328657,Produced value to siggen/room1/rhum value: 63.1
1618318329657,Produced value to siggen/room1/temp value: 21.5
1618318329657,Produced value to siggen/room1/rhum value: 65.6
1618318329657,Produced value to siggen/room2/rhum value: 56.3
1618318329657,Produced value to siggen/room2/temp value: 20.6
