# timestamp,line
1618318238659,func/room2/ahum {"time":1618318238657454000,"value":470.1829680054766}
1618318239659,func/room2/ahum {"time":1618318239657454000,"value":556.9423606103252}
1618318239659,func/room1/ahum {"time":1618318239657454000,"value":560.0418773946789}
1618318240659,func/room2/ahum {"time":1618318240657454000,"value":583.2820320918778}
1618318240659,func/room1/ahum {"time":1618318240657454000,"value":452.7136121787219}
1618318241659,func/room1/ahum {"time":1618318241657454000,"value":296.2526966537522}
1618318241659,func/room2/ahum {"time":1618318241657454000,"value":516.9377006683372}
1618318242659,func/room2/ahum {"time":1618318242657454000,"value":378.60278470233067}
1618318242659,func/room1/ahum {"time":1618318242657454000,"value":212.91411812659746}
1618318243659,func/room1/ahum {"time":1618318243657454000,"value":195.5217917453336}
1618318243659,func/room2/ahum {"time":1618318243657454000,"value":277.54839584414236}
1618318244659,func/room2/ahum {"time":1618318244657454000,"value":220.28769909444026}
1618318244659,func/room1/ahum {"time":1618318244657454000,"value":235.0989406891082}
1618318245659,func/room1/ahum {"time":1618318245657454000,"value":274.0106949663993}
1618318245659,func/room2/ahum {"time":1618318245657454000,"value":226.2435081728591}
1618318246659,func/room1/ahum {"time":1618318246657454000,"value":326.8614820984958}
1618318246659,func/room2/ahum {"time":1618318246657454000,"value":238.74617862265447}
1618318247659,func/room2/ahum {"time":1618318247657454000,"value":291.37925418704754}
1618318247659,func/room1/ahum {"time":1618318247657454000,"value":371.3797451845}
1618318248659,func/room2/ahum {"time":1618318248657454000,"value":329.1256440171439}
1618318248659,func/room1/ahum {"time":1618318248657454000,"value":430.135578937802}
1618318249659,func/room2/ahum {"time":1618318249657454000,"value":405.2933459637378}
1618318249659,func/room1/ahum {"time":1618318249657454000,"value":484.39240540600275}
1618318250659,func/room1/ahum {"time":1618318250657454000,"value":548.8375450293175}
1618318250659,func/room2/ahum {"time":1618318250657454000,"value":470.1829680054766}
1618318251658,func/room1/ahum {"time":1618318251657454000,"value":560.0418773946789}
1618318251659,func/room2/ahum {"time":1618318251657454000,"value":556.9423606103252}
1618318252659,func/room1/ahum {"time":1618318252657454000,"value":452.7136121787219}
1618318252659,func/room2/ahum {"time":1618318252657454000,"value":583.2820320918778}
1618318253659,func/room1/ahum {"time":1618318253657454000,"value":296.2526966537522}
1618318253659,func/room2/ahum {"time":1618318253657454000,"value":516.9377006683372}
1618318254659,func/room1/ahum {"time":1618318254657454000,"value":212.91411812659746}
1618318254659,func/room2/ahum {"time":1618318254657454000,"value":378.60278470233067}
1618318255659,func/room1/ahum {"time":1618318255657454000,"value":195.5217917453336}
1618318255659,func/room2/ahum {"time":1618318255657454000,"value":277.54839584414236}
1618318256659,func/room1/ahum {"time":1618318256657454000,"value":235.0989406891082}
1618318256659,func/room2/ahum {"time":1618318256657454000,"value":220.28769909444026}
1618318257659,func/room2/ahum {"time":1618318257657454000,"value":226.2435081728591}
1618318257659,func/room1/ahum {"time":1618318257657454000,"value":274.0106949663993}
1618318258659,func/room2/ahum {"time":1618318258657454000,"value":238.74617862265447}
1618318258659,func/room1/ahum {"time":1618318258657454000,"value":326.8614820984958}
1618318259659,func/room2/ahum {"time":1618318259657454000,"value":291.37925418704754}
1618318259659,func/room1/ahum {"time":1618318259657454000,"value":371.3797451845}
1618318260659,func/room2/ahum {"time":1618318260657454000,"value":329.1256440171439}
1618318260659,func/room1/ahum {"time":1618318260657454000,"value":430.135578937802}
1618318261659,func/room1/ahum {"time":1618318261657454000,"value":484.39240540600275}
1618318261659,func/room2/ahum {"time":1618318261657454000,"value":405.2933459637378}
1618318262659,func/room2/ahum {"time":1618318262657454000,"value":470.1829680054766}
1618318262659,func/room1/ahum {"time":1618318262657454000,"value":548.8375450293175}
1618318263659,func/room2/ahum {"time":1618318263657454000,"value":556.9423606103252}
1618318263659,func/room1/ahum {"time":1618318263657454000,"value":560.0418773946789}
1618318264659,func/room1/ahum {"time":1618318264657454000,"value":452.7136121787219}
1618318264659,func/room2/ahum {"time":1618318264657454000,"value":583.2820320918778}
1618318265659,func/room1/ahum {"time":1618318265657454000,"value":296.2526966537522}
1618318265659,func/room2/ahum {"time":1618318265657454000,"value":516.9377006683372}
1618318266659,func/room2/ahum {"time":1618318266657454000,"value":378.60278470233067}
1618318266659,func/room1/ahum {"time":1618318266657454000,"value":212.91411812659746}
1618318267659,func/room1/ahum {"time":1618318267657454000,"value":195.5217917453336}
1618318267659,func/room2/ahum {"time":1618318267657454000,"value":277.54839584414236}
1618318268659,func/room1/ahum {"time":1618318268657454000,"value":235.0989406891082}
1618318268659,func/room2/ahum {"time":1618318268657454000,"value":220.28769909444026}
1618318269658,func/room2/ahum {"time":1618318269657454000,"value":226.2435081728591}
1618318269659,func/room1/ahum {"time":1618318269657454000,"value":274.0106949663993}
1618318270659,func/room1/ahum {"time":1618318270657454000,"value":326.8614820984958}
1618318270659,func/room2/ahum {"time":1618318270657454000,"value":238.74617862265447}
1618318271659,func/room2/ahum {"time":1618318271657454000,"value":291.37925418704754}
1618318271659,func/room1/ahum {"time":1618318271657454000,"value":371.3797451845}
1618318272658,func/room2/ahum {"time":1618318272657454000,"value":329.1256440171439}
1618318272659,func/room1/ahum {"time":1618318272657454000,"value":430.135578937802}
1618318273659,func/room1/ahum {"time":1618318273657454000,"value":484.39240540600275}
1618318273659,func/room2/ahum {"time":1618318273657454000,"value":405.2933459637378}
1618318274659,func/room1/ahum {"time":1618318274657454000,"value":548.8375450293175}
1618318274659,func/room2/ahum {"time":1618318274657454000,"value":470.1829680054766}
1618318275659,func/room1/ahum {"time":1618318275657454000,"value":560.0418773946789}
1618318275659,func/room2/ahum {"time":1618318275657454000,"value":556.9423606103252}
1618318276659,func/room1/ahum {"time":1618318276657454000,"value":452.7136121787219}
1618318276659,func/room2/ahum {"time":1618318276657454000,"value":583.2820320918778}
1618318277659,func/room1/ahum {"time":1618318277657454000,"value":296.2526966537522}
1618318277659,func/room2/ahum {"time":1618318277657454000,"value":516.9377006683372}
1618318278659,func/room2/ahum {"time":1618318278657454000,"value":378.60278470233067}
1618318278659,func/room1/ahum {"time":1618318278657454000,"value":212.91411812659746}
1618318279659,func/room1/ahum {"time":1618318279657454000,"value":195.5217917453336}
1618318279659,func/room2/ahum {"time":1618318279657454000,"value":277.54839584414236}
1618318280659,func/room2/ahum {"time":1618318280657454000,"value":220.28769909444026}
1618318280659,func/room1/ahum {"time":1618318280657454000,"value":235.0989406891082}
1618318281659,func/room1/ahum {"time":1618318281657454000,"value":274.0106949663993}
1618318281659,func/room2/ahum {"time":1618318281657454000,"value":226.2435081728591}
1618318282660,func/room1/ahum {"time":1618318282657454000,"value":326.8614820984958}
1618318282660,func/room2/ahum {"time":1618318282657454000,"value":238.74617862265447}
1618318283659,func/room2/ahum {"time":1618318283657454000,"value":291.37925418704754}
1618318283659,func/room1/ahum {"time":1618318283657454000,"value":371.3797451845}
1618318284659,func/room2/ahum {"time":1618318284657454000,"value":329.1256440171439}
1618318284659,func/room1/ahum {"time":1618318284657454000,"value":430.135578937802}
1618318285659,func/room2/ahum {"time":1618318285657454000,"value":405.2933459637378}
1618318285659,func/room1/ahum {"time":1618318285657454000,"value":484.39240540600275}
1618318286659,func/room2/ahum {"time":1618318286657454000,"value":470.1829680054766}
1618318286659,func/room1/ahum {"time":1618318286657454000,"value":548.8375450293175}
1618318287659,func/room1/ahum {"time":1618318287657454000,"value":560.0418773946789}
1618318287659,func/room2/ahum {"time":1618318287657454000,"value":556.9423606103252}
1618318288659,func/room2/ahum {"time":1618318288657454000,"value":583.2820320918778}
1618318288659,func/room1/ahum {"time":1618318288657454000,"value":452.7136121787219}
1618318289659,func/room2/ahum {"time":1618318289657454000,"value":516.9377006683372}
1618318289659,func/room1/ahum {"time":1618318289657454000,"value":296.2526966537522}
1618318290659,func/room2/ahum {"time":1618318290657454000,"value":378.60278470233067}
1618318290659,func/room1/ahum {"time":1618318290657454000,"value":212.91411812659746}
1618318291659,func/room2/ahum {"time":1618318291657454000,"value":277.54839584414236}
1618318291659,func/room1/ahum {"time":1618318291657454000,"value":195.5217917453336}
1618318292660,func/room2/ahum {"time":1618318292657454000,"value":220.28769909444026}
1618318292660,func/room1/ahum {"time":1618318292657454000,"value":235.0989406891082}
1618318293659,func/room2/ahum {"time":1618318293657454000,"value":226.2435081728591}
1618318293659,func/room1/ahum {"time":1618318293657454000,"value":274.0106949663993}
1618318294659,func/room2/ahum {"time":1618318294657454000,"value":238.74617862265447}
1618318294659,func/room1/ahum {"time":1618318294657454000,"value":326.8614820984958}
1618318295659,func/room2/ahum {"time":1618318295657454000,"value":291.37925418704754}
1618318295659,func/room1/ahum {"time":1618318295657454000,"value":371.3797451845}
1618318296659,func/room2/ahum {"time":1618318296657454000,"value":329.1256440171439}
1618318296659,func/room1/ahum {"time":1618318296657454000,"value":430.135578937802}
1618318297659,func/room2/ahum {"time":1618318297657454000,"value":405.2933459637378}
1618318297659,func/room1/ahum {"time":1618318297657454000,"value":484.39240540600275}
1618318298659,func/room2/ahum {"time":1618318298657454000,"value":470.1829680054766}
1618318298659,func/room1/ahum {"time":1618318298657454000,"value":548.8375450293175}
1618318299659,func/room1/ahum {"time":1618318299657454000,"value":560.0418773946789}
1618318299659,func/room2/ahum {"time":1618318299657454000,"value":556.9423606103252}
1618318300659,func/room1/ahum {"time":1618318300657454000,"value":452.7136121787219}
1618318300659,func/room2/ahum {"time":1618318300657454000,"value":583.2820320918778}
1618318301659,func/room1/ahum {"time":1618318301657454000,"value":296.2526966537522}
1618318301659,func/room2/ahum {"time":1618318301657454000,"value":516.9377006683372}
1618318302659,func/room2/ahum {"time":1618318302657454000,"value":378.60278470233067}
1618318302659,func/room1/ahum {"time":1618318302657454000,"value":212.91411812659746}
1618318303659,func/room1/ahum {"time":1618318303657454000,"value":195.5217917453336}
1618318303659,func/room2/ahum {"time":1618318303657454000,"value":277.54839584414236}
1618318304659,func/room2/ahum {"time":1618318304657454000,"value":220.28769909444026}
1618318304659,func/room1/ahum {"time":1618318304657454000,"value":235.0989406891082}
1618318305659,func/room1/ahum {"time":1618318305657454000,"value":274.0106949663993}
1618318305659,func/room2/ahum {"time":1618318305657454000,"value":226.2435081728591}
1618318306659,func/room1/ahum {"time":1618318306657454000,"value":326.8614820984958}
1618318306659,func/room2/ahum {"time":1618318306657454000,"value":238.74617862265447}
1618318307659,func/room1/ahum {"time":1618318307657454000,"value":371.3797451845}
1618318307659,func/room2/ahum {"time":1618318307657454000,"value":291.37925418704754}
1618318308659,func/room2/ahum {"time":1618318308657454000,"value":329.1256440171439}
1618318308659,func/room1/ahum {"time":1618318308657454000,"value":430.135578937802}
1618318309659,func/room2/ahum {"time":1618318309657454000,"value":405.2933459637378}
1618318309659,func/room1/ahum {"time":1618318309657454000,"value":484.39240540600275}
1618318310659,func/room1/ahum {"time":1618318310657454000,"value":548.8375450293175}
1618318310659,func/room2/ahum {"time":1618318310657454000,"value":470.1829680054766}
1618318311659,func/room1/ahum {"time":1618318311657454000,"value":560.0418773946789}
1618318311659,func/room2/ahum {"time":1618318311657454000,"value":556.9423606103252}
1618318312659,func/room2/ahum {"time":1618318312657454000,"value":583.2820320918778}
1618318312659,func/room1/ahum {"time":1618318312657454000,"value":452.7136121787219}
1618318313659,func/room2/ahum {"time":1618318313657454000,"value":516.9377006683372}
1618318313659,func/room1/ahum {"time":1618318313657454000,"value":296.2526966537522}
1618318314659,func/room2/ahum {"time":1618318314657454000,"value":378.60278470233067}
1618318314659,func/room1/ahum {"time":1618318314657454000,"value":212.91411812659746}
1618318315659,func/room1/ahum {"time":1618318315657454000,"value":195.5217917453336}
1618318315659,func/room2/ahum {"time":1618318315657454000,"value":277.54839584414236}
1618318316659,func/room1/ahum {"time":1618318316657454000,"value":235.0989406891082}
1618318316659,func/room2/ahum {"time":1618318316657454000,"value":220.28769909444026}
1618318317659,func/room1/ahum {"time":1618318317657454000,"value":274.0106949663993}
1618318317659,func/room2/ahum {"time":1618318317657454000,"value":226.2435081728591}
1618318318659,func/room2/ahum {"time":1618318318657454000,"value":238.74617862265447}
1618318318659,func/room1/ahum {"time":1618318318657454000,"value":326.8614820984958}
1618318319659,func/room1/ahum {"time":1618318319657454000,"value":371.3797451845}
1618318319659,func/room2/ahum {"time":1618318319657454000,"value":291.37925418704754}
1618318320659,func/room2/ahum {"time":1618318320657454000,"value":329.1256440171439}
1618318320659,func/room1/ahum {"time":1618318320657454000,"value":430.135578937802}
1618318321659,func/room1/ahum {"time":1618318321657454000,"value":484.39240540600275}
1618318321659,func/room2/ahum {"time":1618318321657454000,"value":405.2933459637378}
1618318322659,func/room1/ahum {"time":1618318322657454000,"value":548.8375450293175}
1618318322659,func/room2/ahum {"time":1618318322657454000,"value":470.1829680054766}
1618318323659,func/room1/ahum {"time":1618318323657454000,"value":560.0418773946789}
1618318323659,func/room2/ahum {"time":1618318323657454000,"value":556.9423606103252}
1618318324659,func/room2/ahum {"time":1618318324657454000,"value":583.2820320918778}
1618318324659,func/room1/ahum {"time":1618318324657454000,"value":452.7136121787219}
1618318325659,func/room2/ahum {"time":1618318325657454000,"value":516.9377006683372}
1618318325659,func/room1/ahum {"time":1618318325657454000,"value":296.2526966537522}
1618318326659,func/room1/ahum {"time":1618318326657454000,"value":212.91411812659746}
1618318326659,func/room2/ahum {"time":1618318326657454000,"value":378.60278470233067}
1618318327659,func/room2/ahum {"time":1618318327657454000,"value":277.54839584414236}
1618318327659,func/room1/ahum {"time":1618318327657454000,"value":195.5217917453336}
1618318328659,func/room2/ahum {"time":1618318328657454000,"value":220.28769909444026}
1618318328659,func/room1/ahum {"time":1618318328657454000,"value":235.0989406891082}
1618318329659,func/room2/ahum {"time":1618318329657454000,"value":226.2435081728591}
1618318329659,func/room1/ahum {"time":1618318329657454000,"value":274.0106949663993}
