# timestamp,line
1618318224658,Received value from mavg/room2/rhum value 193.79999999999995
1618318224658,Received value from mavg/room2/temp value 66.1
1618318224658,Received value from mavg/room1/rhum value 238.89999999999998
1618318224658,Publishing value to func/room1/ahum value: 430.135578937802
1618318224659,Publishing value to func/room2/ahum value: 329.1256440171439
1618318225658,Received value from mavg/room1/temp value 70
1618318225659,Received value from mavg/room2/rhum value 203.89999999999995
1618318225659,Received value from mavg/room2/temp value 69.89999999999999
1618318225659,Publishing value to func/room2/ahum value: 405.2933459637378
1618318225659,Received value from mavg/room1/rhum value 242.7
1618318225659,Publishing value to func/room1/ahum value: 484.39240540600275
1618318226658,Received value from mavg/room2/rhum value 214.59999999999997
1618318226658,Received value from mavg/room1/rhum value 255.6
1618318226658,Received value from mavg/room2/temp value 72.3
1618318226659,Received value from mavg/room1/temp value 71.8
1618318226659,Publishing value to func/room2/ahum value: 470.1829680054766
1618318226659,Publishing value to func/room1/ahum value: 548.8375450293175
1618318227659,Received value from mavg/room1/rhum value 264
1618318227659,Received value from mavg/room2/temp value 75.6
1618318227659,Received value from mavg/room1/temp value 71.5
1618318227659,Received value from mavg/room2/rhum value 222.89999999999998
1618318227659,Publishing value to func/room1/ahum value: 560.0418773946789
1618318227659,Publishing value to func/room2/ahum value: 556.9423606103252
1618318228659,Received value from mavg/room2/rhum value 228
1618318228659,Received value from mavg/room1/temp value 66.9
1618318228659,Received value from mavg/room1/rhum value 257.8
1618318228659,Received value from mavg/room2/temp value 76.19999999999999
1618318228659,Publishing value to func/room1/ahum value: 452.7136121787219
1618318228659,Publishing value to func/room2/ahum value: 583.2820320918778
1618318229659,Received value from mavg/room2/rhum value 229.39999999999998
1618318229659,Received value from mavg/room1/rhum value 227.5
1618318229659,Received value from mavg/room2/temp value 72.99999999999999
1618318229659,Received value from mavg/room1/temp value 59.900000000000006
1618318229659,Publishing value to func/room2/ahum value: 516.9377006683372
1618318229659,Publishing value to func/room1/ahum value: 296.2526966537522
1618318230659,Received value from mavg/room1/rhum value 184.2
1618318230659,Received value from mavg/room2/rhum value 214.7
1618318230659,Received value from mavg/room2/temp value 66.99999999999999
1618318230659,Publishing value to func/room2/ahum value: 378.60278470233067
1618318230659,Received value from mavg/room1/temp value 57.2
1618318230659,Publishing value to func/room1/ahum value: 212.91411812659746
1618318231659,Received value from mavg/room2/rhum value 195.39999999999998
1618318231659,Received value from mavg/room2/temp value 61.899999999999984
1618318231659,Received value from mavg/room1/temp value 57.800000000000004
1618318231659,Publishing value to func/room2/ahum value: 277.54839584414236
1618318231659,Received value from mavg/room1/rhum value 164.7
1618318231659,Publishing value to func/room1/ahum value: 195.5217917453336
1618318232659,Received value from mavg/room1/rhum value 168.39999999999998
1618318232659,Received value from mavg/room2/rhum value 179.89999999999998
1618318232659,Received value from mavg/room2/temp value 58.499999999999986
1618318232659,Publishing value to func/room2/ahum value: 220.28769909444026
1618318232659,Received value from mavg/room1/temp value 61.5
1618318232659,Publishing value to func/room1/ahum value: 235.0989406891082
1618318233659,Received value from mavg/room2/rhum value 174.49999999999997
1618318233659,Received value from mavg/room1/rhum value 183.99999999999997
1618318233659,Received value from mavg/room2/temp value 59.79999999999998
1618318233659,Received value from mavg/room1/temp value 63
1618318233659,Publishing value to func/room2/ahum value: 226.2435081728591
1618318233659,Publishing value to func/room1/ahum value: 274.0106949663993
1618318234659,Received value from mavg/room1/temp value 64.5
1618318234659,Received value from mavg/room2/temp value 60.499999999999986
1618318234659,Received value from mavg/room1/rhum value 205.89999999999998
1618318234659,Publishing value to func/room1/ahum value: 326.8614820984958
1618318234659,Received value from mavg/room2/rhum value 178.59999999999997
1618318234659,Publishing value to func/room2/ahum value: 238.74617862265447
1618318235659,Received value from mavg/room2/temp value 64.69999999999999
1618318235659,Received value from mavg/room1/rhum value 219.59999999999997
1618318235659,Received value from mavg/room1/temp value 66
1618318235659,Publishing value to func/room1/ahum value: 371.3797451845
1618318235659,Received value from mavg/room2/rhum value 181.99999999999997
1618318235659,Publishing value to func/room2/ahum value: 291.37925418704754
1618318236658,Received value from mavg/room1/rhum value 238.89999999999998
1618318236658,Received value from mavg/room2/temp value 66.1
1618318236658,Received value from mavg/room1/temp value 67.5
1618318236658,Publishing value to func/room1/ahum value: 430.135578937802
1618318236659,Received value from mavg/room2/rhum value 193.79999999999995
1618318236659,Publishing value to func/room2/ahum value: 329.1256440171439
1618318237658,Received value from mavg/room2/temp value 69.89999999999999
1618318237659,Received value from mavg/room1/rhum value 242.7
1618318237659,Received value from mavg/room1/temp value 70
1618318237659,Publishing value to func/room1/ahum value: 484.39240540600275
1618318237659,Received value from mavg/room2/rhum value 203.89999999999995
1618318237659,Publishing value to func/room2/ahum value: 405.2933459637378
1618318238659,Received value from mavg/room1/temp value 71.8
1618318238659,Received value from mavg/room1/rhum value 255.6
1618318238659,Received value from mavg/room2/temp value 72.3
1618318238659,Publishing value to func/room1/ahum value: 548.8375450293175
1618318238659,Received value from mavg/room2/rhum value 214.59999999999997
1618318238659,Publishing value to func/room2/ahum value: 470.1829680054766
1618318239659,Received value from mavg/room2/temp value 75.6
1618318239659,Received value from mavg/room1/temp value 71.5
1618318239659,Received value from mavg/room2/rhum value 222.89999999999998
1618318239659,Received value from mavg/room1/rhum value 264
1618318239659,Publishing value to func/room2/ahum value: 556.9423606103252
1618318239659,Publishing value to func/room1/ahum value: 560.0418773946789
1618318240658,Received value from mavg/room2/temp value 76.19999999999999
1618318240659,Received value from mavg/room2/rhum value 228
1618318240659,Received value from mavg/room1/temp value 66.9
1618318240659,Publishing value to func/room2/ahum value: 583.2820320918778
1618318240659,Received value from mavg/room1/rhum value 257.8
1618318240659,Publishing value to func/room1/ahum value: 452.7136121787219
1618318241658,Received value from mavg/room1/temp value 59.900000000000006
1618318241658,Received value from mavg/room2/temp value 72.99999999999999
1618318241658,Received value from mavg/room1/rhum value 227.5
1618318241658,Publishing value to func/room1/ahum value: 296.2526966537522
1618318241659,Received value from mavg/room2/rhum value 229.39999999999998
1618318241659,Publishing value to func/room2/ahum value: 516.9377006683372
1618318242659,Received value from mavg/room2/rhum value 214.7
1618318242659,Received value from mavg/room1/temp value 57.2
1618318242659,Received value from mavg/room2/temp value 66.99999999999999
1618318242659,Received value from mavg/room1/rhum value 184.2
1618318242659,Publishing value to func/room2/ahum value: 378.60278470233067
1618318242659,Publishing value to func/room1/ahum value: 212.91411812659746
1618318243658,Received value from mavg/room2/rhum value 195.39999999999998
1618318243658,Received value from mavg/room1/temp value 57.800000000000004
1618318243658,Received value from mavg/room1/rhum value 164.7
1618318243658,Publishing value to func/room1/ahum value: 195.5217917453336
1618318243659,Received value from mavg/room2/temp value 61.899999999999984
1618318243659,Publishing value to func/room2/ahum value: 277.54839584414236
1618318244658,Received value from mavg/room2/rhum value 179.89999999999998
1618318244658,Received value from mavg/room1/temp value 61.5
1618318244658,Received value from mavg/room2/temp value 58.499999999999986
1618318244658,Publishing value to func/room2/ahum value: 220.28769909444026
1618318244658,Received value from mavg/room1/rhum value 168.39999999999998
1618318244659,Publishing value to func/room1/ahum value: 235.0989406891082
1618318245658,Received value from mavg/room2/temp value 59.79999999999998
1618318245658,Received value from mavg/room1/temp value 63
1618318245658,Received value from mavg/room1/rhum value 183.99999999999997
1618318245659,Received value from mavg/room2/rhum value 174.49999999999997
1618318245659,Publishing value to func/room1/ahum value: 274.0106949663993
1618318245659,Publishing value to func/room2/ahum value: 226.2435081728591
1618318246658,Received value from mavg/room1/rhum value 205.89999999999998
1618318246658,Received value from mavg/room2/rhum value 178.59999999999997
1618318246658,Received value from mavg/room1/temp value 64.5
1618318246659,Publishing value to func/room1/ahum value: 326.8614820984958
1618318246659,Received value from mavg/room2/temp value 60.499999999999986
1618318246659,Publishing value to func/room2/ahum value: 238.74617862265447
1618318247658,Received value from mavg/room2/rhum value 181.99999999999997
1618318247658,Received value from mavg/room2/temp value 64.69999999999999
1618318247658,Received value from mavg/room1/rhum value 219.59999999999997
1618318247658,Received value from mavg/room1/temp value 66
1618318247658,Publishing value to func/room2/ahum value: 291.37925418704754
1618318247658,Publishing value to func/room1/ahum value: 371.3797451845
1618318248659,Received value from mavg/room1/rhum value 238.89999999999998
1618318248659,Received value from mavg/room2/rhum value 193.79999999999995
1618318248659,Received value from mavg/room2/temp value 66.1
1618318248659,Received value from mavg/room1/temp value 67.5
1618318248659,Publishing value to func/room2/ahum value: 329.1256440171439
1618318248659,Publishing value to func/room1/ahum value: 430.135578937802
1618318249658,Received value from mavg/room2/temp value 69.89999999999999
1618318249658,Received value from mavg/room1/rhum value 242.7
1618318249658,Received value from mavg/room2/rhum value 203.89999999999995
1618318249659,Received value from mavg/room1/temp value 70
1618318249659,Publishing value to func/room2/ahum value: 405.2933459637378
1618318249659,Publishing value to func/room1/ahum value: 484.39240540600275
1618318250658,Received value from mavg/room1/temp value 71.8
1618318250658,Received value from mavg/room2/rhum value 214.59999999999997
1618318250659,Received value from mavg/room2/temp value 72.3
1618318250659,Received value from mavg/room1/rhum value 255.6
1618318250659,Publishing value to func/room1/ahum value: 548.8375450293175
1618318250659,Publishing value to func/room2/ahum value: 470.1829680054766
1618318251658,Received value from mavg/room1/rhum value 264
1618318251658,Received value from mavg/room1/temp value 71.5
1618318251658,Received value from mavg/room2/temp value 75.6
1618318251658,Publishing value to func/room1/ahum value: 560.0418773946789
1618318251658,Received value from mavg/room2/rhum value 222.89999999999998
1618318251658,Publishing value to func/room2/ahum value: 556.9423606103252
1618318252658,Received value from mavg/room2/rhum value 228
1618318252658,Received value from mavg/room1/temp value 66.9
1618318252658,Received value from mavg/room1/rhum value 257.8
1618318252658,Publishing value to func/room1/ahum value: 452.7136121787219
1618318252659,Received value from mavg/room2/temp value 76.19999999999999
1618318252659,Publishing value to func/room2/ahum value: 583.2820320918778
1618318253658,Received value from mavg/room1/temp value 59.900000000000006
1618318253658,Received value from mavg/room2/rhum value 229.39999999999998
1618318253658,Received value from mavg/room1/rhum value 227.5
1618318253658,Received value from mavg/room2/temp value 72.99999999999999
1618318253658,Publishing value to func/room1/ahum value: 296.2526966537522
1618318253659,Publishing value to func/room2/ahum value: 516.9377006683372
1618318254658,Received value from mavg/room1/rhum value 184.2
1618318254658,Received value from mavg/room2/rhum value 214.7
1618318254658,Received value from mavg/room1/temp value 57.2
1618318254658,Received value from mavg/room2/temp value 66.99999999999999
1618318254659,Publishing value to func/room2/ahum value: 378.60278470233067
1618318254659,Publishing value to func/room1/ahum value: 212.91411812659746
1618318255658,Received value from mavg/room1/temp value 57.800000000000004
1618318255658,Received value from mavg/room1/rhum value 164.7
1618318255658,Received value from mavg/room2/rhum value 195.39999999999998
1618318255658,Publishing value to func/room1/ahum value: 195.5217917453336
1618318255659,Received value from mavg/room2/temp value 61.899999999999984
1618318255659,Publishing value to func/room2/ahum value: 277.54839584414236
1618318256658,Received value from mavg/room2/temp value 58.499999999999986
1618318256658,Received value from mavg/room1/rhum value 168.39999999999998
1618318256658,Received value from mavg/room1/temp value 61.5
1618318256658,Publishing value to func/room1/ahum value: 235.0989406891082
1618318256658,Received value from mavg/room2/rhum value 179.89999999999998
1618318256658,Publishing value to func/room2/ahum value: 220.28769909444026
1618318257658,Received value from mavg/room2/rhum value 174.49999999999997
1618318257658,Received value from mavg/room1/temp value 63
1618318257658,Received value from mavg/room2/temp value 59.79999999999998
1618318257658,Publishing value to func/room2/ahum value: 226.2435081728591
1618318257658,Received value from mavg/room1/rhum value 183.99999999999997
1618318257659,Publishing value to func/room1/ahum value: 274.0106949663993
1618318258658,Received value from mavg/room2/temp value 60.499999999999986
1618318258659,Received value from mavg/room1/temp value 64.5
1618318258659,Received value from mavg/room2/rhum value 178.59999999999997
1618318258659,Received value from mavg/room1/rhum value 205.89999999999998
1618318258659,Publishing value to func/room2/ahum value: 238.74617862265447
1618318258659,Publishing value to func/room1/ahum value: 326.8614820984958
1618318259658,Received value from mavg/room1/rhum value 219.59999999999997
1618318259658,Received value from mavg/room2/temp value 64.69999999999999
1618318259658,Received value from mavg/room2/rhum value 181.99999999999997
1618318259659,Received value from mavg/room1/temp value 66
1618318259659,Publishing value to func/room2/ahum value: 291.37925418704754
1618318259659,Publishing value to func/room1/ahum value: 371.3797451845
1618318260658,Received value from mavg/room2/temp value 66.1
1618318260658,Received value from mavg/room2/rhum value 193.79999999999995
1618318260658,Publishing value to func/room2/ahum value: 329.1256440171439
1618318260658,Received value from mavg/room1/rhum value 238.89999999999998
1618318260659,Received value from mavg/room1/temp value 67.5
1618318260659,Publishing value to func/room1/ahum value: 430.135578937802
1618318261658,Received value from mavg/room1/rhum value 242.7
1618318261658,Received value from mavg/room1/temp value 70
1618318261658,Publishing value to func/room1/ahum value: 484.39240540600275
1618318261658,Received value from mavg/room2/rhum value 203.89999999999995
1618318261659,Received value from mavg/room2/temp value 69.89999999999999
1618318261659,Publishing value to func/room2/ahum value: 405.2933459637378
1618318262658,Received value from mavg/room1/rhum value 255.6
1618318262658,Received value from mavg/room2/temp value 72.3
1618318262658,Received value from mavg/room2/rhum value 214.59999999999997
1618318262658,Publishing value to func/room2/ahum value: 470.1829680054766
1618318262658,Received value from mavg/room1/temp value 71.8
1618318262659,Publishing value to func/room1/ahum value: 548.8375450293175
1618318263658,Received value from mavg/room2/rhum value 222.89999999999998
1618318263659,Received value from mavg/room2/temp value 75.6
1618318263659,Received value from mavg/room1/rhum value 264
1618318263659,Publishing value to func/room2/ahum value: 556.9423606103252
1618318263659,Received value from mavg/room1/temp value 71.5
1618318263659,Publishing value to func/room1/ahum value: 560.0418773946789
1618318264658,Received value from mavg/room1/temp value 66.9
1618318264658,Received value from mavg/room1/rhum value 257.8
1618318264658,Publishing value to func/room1/ahum value: 452.7136121787219
1618318264659,Received value from mavg/room2/temp value 76.19999999999999
1618318264659,Received value from mavg/room2/rhum value 228
1618318264659,Publishing value to func/room2/ahum value: 583.2820320918778
1618318265658,Received value from mavg/room1/rhum value 227.5
1618318265658,Received value from mavg/room2/rhum value 229.39999999999998
1618318265658,Received value from mavg/room1/temp value 59.900000000000006
1618318265658,Publishing value to func/room1/ahum value: 296.2526966537522
1618318265658,Received value from mavg/room2/temp value 72.99999999999999
1618318265658,Publishing value to func/room2/ahum value: 516.9377006683372
1618318266658,Received value from mavg/room2/temp value 66.99999999999999
1618318266658,Received value from mavg/room1/temp value 57.2
1618318266658,Received value from mavg/room2/rhum value 214.7
1618318266658,Publishing value to func/room2/ahum value: 378.60278470233067
1618318266658,Received value from mavg/room1/rhum value 184.2
1618318266659,Publishing value to func/room1/ahum value: 212.91411812659746
1618318267658,Received value from mavg/room1/rhum value 164.7
1618318267658,Received value from mavg/room2/temp value 61.899999999999984
1618318267658,Received value from mavg/room1/temp value 57.800000000000004
1618318267658,Publishing value to func/room1/ahum value: 195.5217917453336
1618318267658,Received value from mavg/room2/rhum value 195.39999999999998
1618318267659,Publishing value to func/room2/ahum value: 277.54839584414236
1618318268658,Received value from mavg/room1/rhum value 168.39999999999998
1618318268658,Received value from mavg/room2/temp value 58.499999999999986
1618318268658,Received value from mavg/room1/temp value 61.5
1618318268658,Publishing value to func/room1/ahum value: 235.0989406891082
1618318268659,Received value from mavg/room2/rhum value 179.89999999999998
1618318268659,Publishing value to func/room2/ahum value: 220.28769909444026
1618318269658,Received value from mavg/room2/temp value 59.79999999999998
1618318269658,Received value from mavg/room1/rhum value 183.99999999999997
1618318269658,Received value from mavg/room2/rhum value 174.49999999999997
1618318269658,Publishing value to func/room2/ahum value: 226.2435081728591
1618318269658,Received value from mavg/room1/temp value 63
1618318269658,Publishing value to func/room1/ahum value: 274.0106949663993
1618318270658,Received value from mavg/room2/temp value 60.499999999999986
1618318270658,Received value from mavg/room1/temp value 64.5
1618318270658,Received value from mavg/room1/rhum value 205.89999999999998
1618318270658,Received value from mavg/room2/rhum value 178.59999999999997
1618318270658,Publishing value to func/room1/ahum value: 326.8614820984958
1618318270659,Publishing value to func/room2/ahum value: 238.74617862265447
1618318271658,Received value from mavg/room2/rhum value 181.99999999999997
1618318271658,Received value from mavg/room2/temp value 64.69999999999999
1618318271658,Received value from mavg/room1/rhum value 219.59999999999997
1618318271658,Received value from mavg/room1/temp value 66
1618318271658,Publishing value to func/room2/ahum value: 291.37925418704754
1618318271658,Publishing value to func/room1/ahum value: 371.3797451845
1618318272658,Received value from mavg/room2/rhum value 193.79999999999995
1618318272658,Received value from mavg/room1/temp value 67.5
1618318272658,Received value from mavg/room2/temp value 66.1
1618318272658,Publishing value to func/room2/ahum value: 329.1256440171439
1618318272658,Received value from mavg/room1/rhum value 238.89999999999998
1618318272658,Publishing value to func/room1/ahum value: 430.135578937802
1618318273659,Received value from mavg/room1/rhum value 242.7
1618318273659,Received value from mavg/room1/temp value 70
1618318273659,Received value from mavg/room2/temp value 69.89999999999999
1618318273659,Publishing value to func/room1/ahum value: 484.39240540600275
1618318273659,Received value from mavg/room2/rhum value 203.89999999999995
1618318273659,Publishing value to func/room2/ahum value: 405.2933459637378
1618318274658,Received value from mavg/room2/temp value 72.3
1618318274658,Received value from mavg/room1/rhum value 255.6
1618318274658,Received value from mavg/room1/temp value 71.8
1618318274658,Publishing value to func/room1/ahum value: 548.8375450293175
1618318274658,Received value from mavg/room2/rhum value 214.59999999999997
1618318274659,Publishing value to func/room2/ahum value: 470.1829680054766
1618318275658,Received value from mavg/room1/rhum value 264
1618318275658,Received value from mavg/room2/rhum value 222.89999999999998
1618318275658,Received value from mavg/room1/temp value 71.5
1618318275658,Publishing value to func/room1/ahum value: 560.0418773946789
1618318275659,Received value from mavg/room2/temp value 75.6
1618318275659,Publishing value to func/room2/ahum value: 556.9423606103252
1618318276658,Received value from mavg/room1/temp value 66.9
1618318276658,Received value from mavg/room1/rhum value 257.8
1618318276658,Received value from mavg/room2/temp value 76.19999999999999
1618318276658,Publishing value to func/room1/ahum value: 452.7136121787219
1618318276659,Received value from mavg/room2/rhum value 228
1618318276659,Publishing value to func/room2/ahum value: 583.2820320918778
1618318277658,Received value from mavg/room1/temp value 59.900000000000006
1618318277658,Received value from mavg/room2/rhum value 229.39999999999998
1618318277658,Received value from mavg/room1/rhum value 227.5
1618318277658,Received value from mavg/room2/temp value 72.99999999999999
1618318277658,Publishing value to func/room1/ahum value: 296.2526966537522
1618318277658,Publishing value to func/room2/ahum value: 516.9377006683372
1618318278658,Received value from mavg/room2/rhum value 214.7
1618318278658,Received value from mavg/room2/temp value 66.99999999999999
1618318278658,Received value from mavg/room1/rhum value 184.2
1618318278659,Publishing value to func/room2/ahum value: 378.60278470233067
1618318278659,Received value from mavg/room1/temp value 57.2
1618318278659,Publishing value to func/room1/ahum value: 212.91411812659746
1618318279659,Received value from mavg/room1/temp value 57.800000000000004
1618318279659,Received value from mavg/room2/rhum value 195.39999999999998
1618318279659,Received value from mavg/room1/rhum value 164.7
1618318279659,Publishing value to func/room1/ahum value: 195.5217917453336
1618318279659,Received value from mavg/room2/temp value 61.899999999999984
1618318279659,Publishing value to func/room2/ahum value: 277.54839584414236
1618318280659,Received value from mavg/room1/rhum value 168.39999999999998
1618318280659,Received value from mavg/room2/temp value 58.499999999999986
1618318280659,Received value from mavg/room2/rhum value 179.89999999999998
1618318280659,Received value from mavg/room1/temp value 61.5
1618318280659,Publishing value to func/room2/ahum value: 220.28769909444026
1618318280659,Publishing value to func/room1/ahum value: 235.0989406891082
1618318281658,Received value from mavg/room1/rhum value 183.99999999999997
1618318281659,Received value from mavg/room1/temp value 63
1618318281659,Received value from mavg/room2/temp value 59.79999999999998
1618318281659,Received value from mavg/room2/rhum value 174.49999999999997
1618318281659,Publishing value to func/room1/ahum value: 274.0106949663993
1618318281659,Publishing value to func/room2/ahum value: 226.2435081728591
1618318282659,Received value from mavg/room1/rhum value 205.89999999999998
1618318282659,Received value from mavg/room2/temp value 60.499999999999986
1618318282659,Received value from mavg/room1/temp value 64.5
1618318282659,Publishing value to func/room1/ahum value: 326.8614820984958
1618318282659,Received value from mavg/room2/rhum value 178.59999999999997
1618318282659,Publishing value to func/room2/ahum value: 238.74617862265447
1618318283659,Received value from mavg/room2/temp value 64.69999999999999
1618318283659,Received value from mavg/room1/rhum value 219.59999999999997
1618318283659,Received value from mavg/room2/rhum value 181.99999999999997
1618318283659,Publishing value to func/room2/ahum value: 291.37925418704754
1618318283659,Received value from mavg/room1/temp value 66
1618318283659,Publishing value to func/room1/ahum value: 371.3797451845
1618318284659,Received value from mavg/room2/rhum value 193.79999999999995
1618318284659,Received value from mavg/room2/temp value 66.1
1618318284659,Publishing value to func/room2/ahum value: 329.1256440171439
1618318284659,Received value from mavg/room1/rhum value 238.89999999999998
1618318284659,Received value from mavg/room1/temp value 67.5
1618318284659,Publishing value to func/room1/ahum value: 430.135578937802
1618318285659,Received value from mavg/room2/temp value 69.89999999999999
1618318285659,Received value from mavg/room2/rhum value 203.89999999999995
1618318285659,Received value from mavg/room1/temp value 70
1618318285659,Received value from mavg/room1/rhum value 242.7
1618318285659,Publishing value to func/room2/ahum value: 405.2933459637378
1618318285659,Publishing value to func/room1/ahum value: 484.39240540600275
1618318286658,Received value from mavg/room2/temp value 72.3
1618318286658,Received value from mavg/room2/rhum value 214.59999999999997
1618318286658,Received value from mavg/room1/temp value 71.8
1618318286658,Publishing value to func/room2/ahum value: 470.1829680054766
1618318286658,Received value from mavg/room1/rhum value 255.6
1618318286659,Publishing value to func/room1/ahum value: 548.8375450293175
1618318287659,Received value from mavg/room1/temp value 71.5
1618318287659,Received value from mavg/room2/temp value 75.6
1618318287659,Received value from mavg/room1/rhum value 264
1618318287659,Publishing value to func/room1/ahum value: 560.0418773946789
